index,S. No.,text,task_1
1455,1456,এতিয়া পৰা হুলিয়া। ধন্যবাদ চাৰ।,NOT
1456,1457,কানদিলে ভাল নালাগে । মানুহৰ মনটো আচল কথা ।দুয়োজনকে বহুত ভাল লাগে । লাভ ইউ বা,NOT
1457,1458,বেদখলকাৰীক অতি সোনকালেই উচ্ছেদ কৰিব লাগ কচু কতা দিৱলাগে সিহঁতক,HOF
1458,1459,লাচিতে ৰাতিৰ ভিতৰত অকল্পনীয় গড় বান্ধি মোগলক পৰাস্ত কৰা ইতিহাস সোঁৱৰণ কৰি আমি আজি গৌৰৱী৷,NOT
1459,1460,মৰিগাঁও পৰা মৰম জাছিলোঁ দয়া দা।,NOT
1461,1462,মন্ত্ৰী ডাঙৰীয়া মই ২০‍১৯ চনতে BA  পাছ কৰিলো তাৰ পৰাই বৰ্তমান লৈ চাকৰি পিছত ঘুৰি একো নাপালো,NOT
1463,1464,Roasting কৰিছা ঠিকেই আছা কিন্তু নাৰীক লৈ কোনো ৰাজহুবা troll নকৰিবা,NOT
1464,1465,আপুনি বেছি কৈ অঁকাতৰ কথা কৈ থাক যে যিতি মানুহে  কথা খাৰ শুনিব ভাল নেপায় অ ভাই. যিমান খিনিত আছা ভাল কৈ আগুৱায় যাবলৈ চোৱা,HOF
1465,1466,কেনেকৈ জয় হ'ব? এইখন কি পাঞ্জাৱ বুলি ভাৱিলি নে কেৰেলা? অসম হয়। ইয়াত জয় নহয়।,HOF
1468,1469,এতীয়া সেই শিয়াল বিলাগ কথ গল,HOF
1469,1470,"জদী,, বাতৰি পঢ়ি বলৈ, নাই,, এটা কাম কৰিবি, আমাৰ যৰৰ কুকুৰ পোৱালি এটা আছে ,, তাকে ছাবিহি",HOF
1470,1471,ত্ই চিঠিখন নপঢ়িলি কিয়,NOT
1472,1473,কৰি যোৱা প্ৰতিবাদ তোমাৰ প্ৰতিবাদত যদি বিদেশৰ মুছলমান সকল ভাল হৈ সেই দেশৰ ভাল হ’ব ৷,NOT
1474,1475,এতিয়া এজন অভিনেতাই হোৱা বাবেহে ক্ষমা খুজিলে এজন সাধাৰণ নাগৰিক হলে টো জেল যাব লগা হয় অন্ধ চৰকাৰ,HOF
1475,1476,এতিয়া যদি কওঁ বাংলাদেশী মিঞা যত অশান্তি ৰ মুল বুলি বহুতকে গাত পোৰনি উঠিব।।,HOF
1477,1478,"হিন্দুলৈ কনভাৰ্ট হোৱা আৰু মুক্তিৰ হাঁহি মাৰা, ",HOF
1478,1479,দাদা। হয়। দেই। আজি ।কালি। চৰকাৰী ।লিচতত। নথকা। বোৰক। একেবাৰে। পেলাই। দিয়ে।,NOT
1482,1483,ভিক্ষাৰী হয় বস্ত্ৰ কিনাৰ পইচা পাতি নাই চাগে ।।,HOF
1483,1484,লভিতা নাটক  কিহত ভূল দেখিলে ?,NOT
1484,1485,"দেশ ধ্বংস , আমাক অসমৰ জনজাতি বোৰক মাটি বোৰ ভগাই দিয়ক চৰকাৰে",NOT
1485,1486,চি চি চি লেতেৰা যোগী চৰকাৰ,HOF
1486,1487,আপেই এতিয়া ভাৰতবাসীৰ একমাত্র ভৰষা।,HOF
1487,1488,পিছে মহামান্য সাংবাদিক সকলে কিবা এটা কৰি নাকী লগাওক এইবোৰক৷,NOT
1488,1489,উদিত নাৰায়নৰ দৰে কণ্ঠ শিল্পীৰো লাইভ অনুষ্ঠান ভাল নহয়,HOF
1489,1490,উম কেলা,HOF
1490,1491,দাদা টুমাৰ নিসেনা মুৰ আকেই হোই চে আতিয়া দেউটাই আৰি জুৱা 8 মাহ হোল আতিয়া পোকা কামৰ জুগালি কোৰি আচু,NOT
1491,1492,তহঁতৰ চেনেলটোত ব্লু ফিল্ম প্ৰচাৰ কৰিবলৈ বেছিদিন নাই আৰু বুজিলো।,HOF
1492,1493,বৰষা বা বহুত ভাল। তোমালোকে বাক লৈ যা-তা কথা নকবা।,NOT
1493,1494,উপযুক্ত সময়ত উত্তৰ দিছে। সুন্দৰ ।,NOT
1494,1495,",,ছাই অলপ ভাল পালে হেতেন ৰাইজে,,",NOT
1495,1496,"আজি Raja Ram mohan roy য়ে প্ৰতিবাদ বন্ধ নকৰা হলে higher caste ত sati dah প্ৰথা থাকি গ'ল হেতেন,",NOT
1496,1497,মোজা  লাগিছে,HOF
1498,1499,গুজ্যদ্যাৰ আঙুলি সুমুৱাই হুঙি চাব লাগিছিলে,NOT
1499,1500,অনুৰাগীয়ে ক’লে মাল যে মাল টাইট হৈ আছে কিন্তু!,HOF
1500,1501,মাল ও বম মাল কিন্তু,HOF
1501,1502,শিখা শৰ্মাক মিঞাৰ ভোটৰ দৰকাৰ গতিকে ড্ৰামাটো কৰিব লগীয়া হল।,NOT
1502,1503,ড°সমুজ্জ্বল কুমাৰ ভট্টাচাৰ্য অঙ্কত কিমান মেধা আছিল নাজানো কিন্ত তেওঁ অঙ্ক ভুল নকৰে৷,NOT
1503,1504,তাহাতে টকা পইছাৰ কাৰণে দেহ বিক্ৰী কৰিব পাৰে দেশ নো কি।,HOF
1504,1505,মানুহ মাৰি তাইৰ লেবেল চা,HOF
1505,1506,"স্বাতী , এইকথাবোৰ বেছি ভাবিলে মোৰ মুৰ বিষাই যায়। ঘীণ লাগে! আমাৰ মানুহবোৰৰ মানসিকতা সলনি হ'ব জানো এদিন?",HOF
1506,1507,তলদি গছ কাটে ওপৰেদি পানী ডালে,HOF
1508,1509,বেয়া ঘড়ী ও কামত খাতে আমি মাথাৰে ভাৱিবই পৰা নাছিলোঁ,NOT
1509,1510,ধক্ৰামীৰ বাহিৰে আৰু একো নহয়,HOF
1510,1511,দয়া কম ভাবিছিলো হে চানা কথা তুমি চোন আমাৰ মনৰ কথা বুজি পোৱা সেই কাৰনে সকলোৱে তুমাক ভাল পাই,NOT
1511,1512,মজা দিছা,NOT
1514,1515,তোমাৰ prank call মেইন বাকী বাদ,NOT
1515,1516,নিজৰ মানুহক মন্ত্ৰী দিব তাৰ বাহিৰে একো নাই,HOF
1516,1517,পৰিশ্ৰম কৰে যাওঁ ।একদিন সত্যি সফলতা পাবেই,NOT
1517,1518,সত্য ৰনজন বৰা এতিয়া কব এইবোৰ মিঞা মুছলিম মানুহে কৰিছে! শিৱৰ ভক্ত বোৰক বদনাম কৰিবলৈ।,HOF
1518,1519,এইজন পাগল হৈছে ! ইহত অসমৰ নহয় নাগপুৰৰ হে হয় !,HOF
1519,1520,ব্ৰেইনৰ  তাৰডাল শ্বট চাৰ্কিট হৈছে।,HOF
1520,1521,"সুন্দৰ কথা উল্লেখ কৰিছে, ৰাহুল আহমেদ ডাঙৰীয়াই,ইয়াক উচিত শাস্ত্ৰী দিয়ক প্ৰশাসনে।",NOT
1521,1522,এতিয়া অসমত দাদা গিৰি কৰিব আহিছ । তহতৰ দমত আমি পলাই যাম ঐ এতিয়া ?,HOF
1522,1523,কিয় এদিন বাতৰি কৰিছিলি আমাৰ বেয়াকে মন্তব্য কৰে বুলি ।,HOF
1523,1524,যি ঠাইত ঘটনাটো ঘটিলে তাত এফালৰ পৰা কোবাই তপিনা ৰঙা কৰি যাওক ।,HOF
1524,1525,ওপৰৰ হিদয়হীন মহান নাৰীজনীয়ে কি মন্তব্য কৰিছিল মই সেই প্ৰসংগৰ reply দিছিলোঁ।,NOT
1526,1527,অসমখন শেষ কৰিব খুজিছে৷,HOF
1527,1528,মানুহৰ মানৱতাৰ কেনী ধাপলি মেলিছে বাৰু,HOF
1528,1529,ভদ্ৰ মানুহৰ ভদ্ৰ কথা,HOF
1529,1530,কিছ লাগে ছুৰৰ বাতছা,HOF
1530,1531,"আমাৰ হিন্দু ছোৱালী বোৰে কিয়নু পলাই যায় মুসলিম লৰা লগত, ",HOF
1532,1533,ভাবিয়ে মেলেম নস্ত হ'ল মোৰ,HOF
1534,1535,"পৃথিৱীৰ একমাত্ৰ ব্যতিক্ৰম বিধান সভা ,আৰু দেশত বা ৰাজ্যত আছে।",NOT
1535,1536,তৃণমূল কংগ্ৰেছ চুৰৰ দল,HOF
1536,1537,"দৰকাৰ হ'লে আইনৰ সহায় লওক, কিন্তু সংগথন নহ'ব,কাৰন আদিতো কলকাতাত গৈ অসমীয়া সংগথন খোলা নাই,",HOF
1537,1538,ৰাতি পলাব বিছাৰিলে এনকান্টাৰ হব পাৰে নিকি,NOT
1538,1539,তেওঁক জীৱনৰ বেয়া সময়খিনিয়ে জীৱনৰ প্ৰকৃত পাঠ শিকাইছে আৰু তেওঁ সংগীতৰ মাধ্যমেৰে নিজৰ (হয়তো আমাৰ সকলোৰে ) কাহিনী কৈ পেলাছে।,NOT
1539,1540,"লাজ লগা নাই তহতৰ বেছি ভাগ মানুহেই মাটি দখল কৰেহি অসমত (যেনে ৰেলোৱত ,টাওনত ,কত গিজিঙ মাটি আছে )",NOT
1541,1542,ভাই তোমাগো নাগাল ডেনচ আমার রো হয়  শেই মজা লাগছে আউরাকাউরা,NOT
1542,1543,"ফাটোৱাৰ এটা সীমা থাকে,কিহৰ ধেমালি হা,মন গলেই বুলি মানুহৰ মন মগজুৰ লগত খেলিব,ইয়াৰ এটা উচিত ব্যবস্থা হব লাগে",NOT
1543,1544,পদূলি সুঙা সাংবাদিক,HOF
1544,1545,কাৰোবাৰ পাগঘৰত নিউজ বিচাৰি থাকা নেকি 🤔,NOT
1545,1546,সেয়ে ছোৱালী নাঙঠা হৈ ঘুৰি ফুৰিলেও কোনেঁও একো নকয় ভয়তে ৷,HOF
